n,knob_mf,knob_sl,knob_sf,knob_ift,knob_sft,knob_dt,time,error
1771,5000,2,1.1,30,3,20,0.1862291803,0.104342
1772,5000,2,1.1,30,3,60,0.2790465374,0.091548
1773,5000,2,1.1,30,15,40,0.0227122279,0.740974
1774,5000,2,1.1,30,15,20,0.0209977948,0.729154
1775,5000,2,1.1,30,15,60,0.022641254,0.737269
1776,5000,2,1.3,20,7,40,0.0561713197,0.102943
1777,5000,2,1.3,20,7,20,0.0527275737,0.090377
1778,5000,2,1.3,20,7,60,0.0532428231,0.094044
1779,5000,2,1.3,20,3,40,0.2418886451,0.092381
1780,5000,2,1.3,20,3,20,0.1704692653,0.095302
1781,5000,2,1.3,20,3,60,0.2498623005,0.09277
1782,5000,2,1.3,20,15,40,0.0288087234,0.733361
1783,5000,2,1.3,20,15,20,0.0245813016,0.728208
1784,5000,2,1.3,20,15,60,0.0264909898,0.743911
1785,5000,2,1.3,10,7,40,0.0664832551,0.098924
1786,5000,2,1.3,10,7,20,0.071151873,0.095728
1787,5000,2,1.3,10,7,60,0.0647559274,0.092576
1788,5000,2,1.3,10,3,40,0.1601396327,0.093425
1789,5000,2,1.3,10,3,20,0.1359957846,0.094594
1790,5000,2,1.3,10,3,60,0.1626873526,0.093174
1791,5000,2,1.3,30,7,40,0.0651811293,0.100598
1792,5000,2,1.3,30,7,20,0.058794559,0.095033
1793,5000,2,1.3,30,7,60,0.0622198628,0.09031
1794,5000,2,1.3,30,3,40,0.2845781066,0.093463
1795,5000,2,1.3,30,3,20,0.196843695,0.09349
1796,5000,2,1.3,30,3,60,0.2952510601,0.090454
1797,5000,2,1.3,30,15,40,0.0230118673,0.724989
1798,5000,2,1.3,30,15,20,0.0210013878,0.726895
1799,5000,2,1.3,30,15,60,0.0241176508,0.728971
1800,5000,2,1.5,20,7,40,0.0607973265,0.10148
1801,5000,2,1.5,20,7,20,0.0545319059,0.094697
1802,5000,2,1.5,20,7,60,0.0513198571,0.097714
1803,5000,2,1.5,20,3,40,0.2463588515,0.09226
1804,5000,2,1.5,20,3,20,0.1731139966,0.093346
1805,5000,2,1.5,20,3,60,0.2507292415,0.089905
1806,5000,2,1.5,20,15,40,0.026427407,0.735961
1807,5000,2,1.5,20,15,20,0.0242394558,0.730463
1808,5000,2,1.5,20,15,60,0.0271470737,0.736132
1809,5000,2,1.5,10,7,40,0.0706401213,0.095117
1810,5000,2,1.5,10,7,20,0.0787274308,0.09944
1811,5000,2,1.5,10,7,60,0.069224568,0.093795
1812,5000,2,1.5,10,3,40,0.1903893447,0.090946
1813,5000,2,1.5,10,3,20,0.154841449,0.096361
1814,5000,2,1.5,10,3,60,0.1912843537,0.094446
1815,5000,2,1.5,30,7,40,0.0689007086,0.095983
1816,5000,2,1.5,30,7,20,0.0560498061,0.094915
1817,5000,2,1.5,30,7,60,0.0571215567,0.09358
1818,5000,2,1.5,30,3,40,0.2865697132,0.094093
1819,5000,2,1.5,30,3,20,0.1926807438,0.095089
1820,5000,2,1.5,30,3,60,0.2880700454,0.090654
1821,5000,2,1.5,30,15,40,0.0229973356,0.729278
1822,5000,2,1.5,30,15,20,0.020457119,0.727534
1823,5000,2,1.5,30,15,60,0.0226437472,0.734328
1824,5000,2,1.05,20,7,40,0.0595591723,0.095687
1825,5000,2,1.05,20,7,20,0.0603337075,0.094831
1826,5000,2,1.05,20,7,60,0.0593921463,0.092187
1827,5000,2,1.05,20,3,40,0.2430563605,0.091173
1828,5000,2,1.05,20,3,20,0.1902860283,0.093591
1829,5000,2,1.05,20,3,60,0.2530320624,0.089586
1830,5000,2,1.05,20,15,40,0.0345366927,0.736654
1831,5000,2,1.05,20,15,20,0.0298588832,0.732403
1832,5000,2,1.05,20,15,60,0.0282860329,0.756581
1833,5000,2,1.05,10,7,40,0.0750163707,0.103744
1834,5000,2,1.05,10,7,20,0.0740025896,0.095101
1835,5000,2,1.05,10,7,60,0.0851077744,0.097033
1836,5000,2,1.05,10,3,40,0.177850729,0.092811
1837,5000,2,1.05,10,3,20,0.1491669104,0.095893
1838,5000,2,1.05,10,3,60,0.1954320204,0.093544
1839,5000,2,1.05,30,7,40,0.071506305,0.097401
1840,5000,2,1.05,30,7,20,0.0654613061,0.095964
1841,5000,2,1.05,30,7,60,0.0659429807,0.096482
1842,5000,2,1.05,30,3,40,0.2810266565,0.092794
1843,5000,2,1.05,30,3,20,0.2088405737,0.100724
1844,5000,2,1.05,30,3,60,0.294772263,0.090209
1845,5000,2,1.05,30,15,40,0.0246916395,0.72953
1846,5000,2,1.05,30,15,20,0.0210324297,0.729005
1847,5000,2,1.05,30,15,60,0.0262122018,0.73381
1848,5000,4,1.2,20,7,40,0.0750926712,0.093462
1849,5000,4,1.2,20,7,20,0.0833444195,0.096013
1850,5000,4,1.2,20,7,60,0.0818342438,0.100436
1851,5000,4,1.2,20,3,40,0.273103322,0.091331
1852,5000,4,1.2,20,3,20,0.2045751202,0.100906
1853,5000,4,1.2,20,3,60,0.2652684048,0.091229
1854,5000,4,1.2,20,15,40,0.0521841145,0.106853
1855,5000,4,1.2,20,15,20,0.0502771689,0.098379
1856,5000,4,1.2,20,15,60,0.0480739048,0.097496
1857,5000,4,1.2,10,7,40,0.0955867177,0.104855
1858,5000,4,1.2,10,7,20,0.1168185941,0.099626
1859,5000,4,1.2,10,7,60,0.1214828673,0.096314
1860,5000,4,1.2,10,3,40,0.2169838209,0.090981
1861,5000,4,1.2,10,3,20,0.1997520771,0.105556
1862,5000,4,1.2,10,3,60,0.2636499909,0.09029
1863,5000,4,1.2,30,7,40,0.0825592744,0.094557
1864,5000,4,1.2,30,7,20,0.083259585,0.096789
1865,5000,4,1.2,30,7,60,0.0914416644,0.091246
1866,5000,4,1.2,30,3,40,0.3004703311,0.092679
1867,5000,4,1.2,30,3,20,0.2069006803,0.105924
1868,5000,4,1.2,30,3,60,0.3245447063,0.090263
1869,5000,4,1.2,30,15,40,0.0452017007,0.111358
1870,5000,4,1.2,30,15,20,0.0392891463,0.099085
1871,5000,4,1.2,30,15,60,0.038881907,0.09766
1872,5000,4,1.1,20,7,40,0.0833869206,0.096047
1873,5000,4,1.1,20,7,20,0.0884970397,0.097386
1874,5000,4,1.1,20,7,60,0.089465822,0.094188
1875,5000,4,1.1,20,3,40,0.2474049025,0.094831
1876,5000,4,1.1,20,3,20,0.2130306417,0.095087
1877,5000,4,1.1,20,3,60,0.2740647007,0.090716
1878,5000,4,1.1,20,15,40,0.0540998152,0.105935
1879,5000,4,1.1,20,15,20,0.0537611236,0.099377
1880,5000,4,1.1,20,15,60,0.0517205941,0.11725
1881,5000,4,1.1,10,7,40,0.1041171349,0.097352
1882,5000,4,1.1,10,7,20,0.120805373,0.099922
1883,5000,4,1.1,10,7,60,0.1248010465,0.098635
1884,5000,4,1.1,10,3,40,0.2359048469,0.091288
1885,5000,4,1.1,10,3,20,0.2059189399,0.094047
1886,5000,4,1.1,10,3,60,0.2562678141,0.091896
1887,5000,4,1.1,30,7,40,0.094784339,0.096555
1888,5000,4,1.1,30,7,20,0.0970130635,0.094418
1889,5000,4,1.1,30,7,60,0.1019175952,0.093318
1890,5000,4,1.1,30,3,40,0.314077246,0.091532
1891,5000,4,1.1,30,3,20,0.2188174252,0.096412
1892,5000,4,1.1,30,3,60,0.3242416497,0.09332
1893,5000,4,1.1,30,15,40,0.0500020714,0.109463
1894,5000,4,1.1,30,15,20,0.0427346463,0.097704
1895,5000,4,1.1,30,15,60,0.0401798844,0.09854
1896,5000,4,1.3,20,7,40,0.0712218866,0.099471
1897,5000,4,1.3,20,7,20,0.073245246,0.098112
1898,5000,4,1.3,20,7,60,0.0729109104,0.094058
1899,5000,4,1.3,20,3,40,0.2796194127,0.091585
1900,5000,4,1.3,20,3,20,0.1966147222,0.091082
1901,5000,4,1.3,20,3,60,0.2649067948,0.089344
1902,5000,4,1.3,20,15,40,0.0495820692,0.103451
1903,5000,4,1.3,20,15,20,0.0479323356,0.094991
1904,5000,4,1.3,20,15,60,0.0448093662,0.12086
1905,5000,4,1.3,10,7,40,0.0896594195,0.101113
1906,5000,4,1.3,10,7,20,0.1161283424,0.097437
1907,5000,4,1.3,10,7,60,0.1159327846,0.091841
1908,5000,4,1.3,10,3,40,0.2276408798,0.093575
1909,5000,4,1.3,10,3,20,0.2006303447,0.097781
1910,5000,4,1.3,10,3,60,0.2493984286,0.089925
1911,5000,4,1.3,30,7,40,0.0764853764,0.095742
1912,5000,4,1.3,30,7,20,0.0733577596,0.096044
1913,5000,4,1.3,30,7,60,0.0857546803,0.090139
1914,5000,4,1.3,30,3,40,0.306236356,0.094036
1915,5000,4,1.3,30,3,20,0.2007367925,0.097406
1916,5000,4,1.3,30,3,60,0.3032021871,0.090664
1917,5000,4,1.3,30,15,40,0.0421892381,0.103125
1918,5000,4,1.3,30,15,20,0.0351373469,0.096411
1919,5000,4,1.3,30,15,60,0.0351150113,0.1077
1920,5000,4,1.5,20,7,40,0.0730882415,0.092927
1921,5000,4,1.5,20,7,20,0.0744236837,0.09695
1922,5000,4,1.5,20,7,60,0.0679547755,0.097709
1923,5000,4,1.5,20,3,40,0.2921439025,0.090989
1924,5000,4,1.5,20,3,20,0.197789441,0.091006
1925,5000,4,1.5,20,3,60,0.3218407098,0.090361
1926,5000,4,1.5,20,15,40,0.0508195249,0.095292
1927,5000,4,1.5,20,15,20,0.0454334206,0.093412
1928,5000,4,1.5,20,15,60,0.0445364535,0.105162
1929,5000,4,1.5,10,7,40,0.0905973878,0.09231
1930,5000,4,1.5,10,7,20,0.1093952177,0.101458
1931,5000,4,1.5,10,7,60,0.1074995771,0.095038
1932,5000,4,1.5,10,3,40,0.2268230533,0.092057
1933,5000,4,1.5,10,3,20,0.1898130079,0.094444
1934,5000,4,1.5,10,3,60,0.2580129989,0.092725
1935,5000,4,1.5,30,7,40,0.0756622324,0.093335
1936,5000,4,1.5,30,7,20,0.0682084206,0.093859
1937,5000,4,1.5,30,7,60,0.0753079717,0.100311
1938,5000,4,1.5,30,3,40,0.3036255658,0.092793
1939,5000,4,1.5,30,3,20,0.2031538379,0.094196
1940,5000,4,1.5,30,3,60,0.3272283265,0.088867
1941,5000,4,1.5,30,15,40,0.0272997007,0.724256
1942,5000,4,1.5,30,15,20,0.0255657755,0.729211
1943,5000,4,1.5,30,15,60,0.0267280907,0.726502
1944,5000,4,1.05,20,7,40,0.1032977823,0.096696
1945,5000,4,1.05,20,7,20,0.0995733277,0.09922
1946,5000,4,1.05,20,7,60,0.1067152109,0.09555
1947,5000,4,1.05,20,3,40,0.3111010499,0.092061
1948,5000,4,1.05,20,3,20,0.2335320975,0.094129
1949,5000,4,1.05,20,3,60,0.3041114399,0.091072
1950,5000,4,1.05,20,15,40,0.0618386508,0.10121
1951,5000,4,1.05,20,15,20,0.0644154853,0.099351
1952,5000,4,1.05,20,15,60,0.0582835,0.15381
1953,5000,4,1.05,10,7,40,0.1204607438,0.097488
1954,5000,4,1.05,10,7,20,0.133934839,0.096666
1955,5000,4,1.05,10,7,60,0.1404037302,0.106819
1956,5000,4,1.05,10,3,40,0.2675986984,0.092448
1957,5000,4,1.05,10,3,20,0.2219774535,0.0988
1958,5000,4,1.05,10,3,60,0.3032680635,0.0898
1959,5000,4,1.05,30,7,40,0.1076019104,0.097157
1960,5000,4,1.05,30,7,20,0.1007859501,0.099473
1961,5000,4,1.05,30,7,60,0.1106314036,0.097166
1962,5000,4,1.05,30,3,40,0.3172606406,0.09235
1963,5000,4,1.05,30,3,20,0.2382565431,0.098029
1964,5000,4,1.05,30,3,60,0.3323089274,0.09188
1965,5000,4,1.05,30,15,40,0.054163415,0.106793
1966,5000,4,1.05,30,15,20,0.0481387426,0.103242
1967,5000,4,1.05,30,15,60,0.0441898787,0.095786
1968,5000,16,1.1,20,7,40,0.1280529093,0.101271
1969,5000,16,1.1,20,7,20,0.1418713968,0.096973
1970,5000,16,1.1,20,7,60,0.133731356,0.095796
1971,5000,16,1.1,20,3,40,0.2478313016,0.093588
1972,5000,16,1.1,20,3,20,0.2321428492,0.09481
1973,5000,16,1.1,20,3,60,0.2717145023,0.088665
1974,5000,16,1.1,20,15,40,0.0830738458,0.10076
1975,5000,16,1.1,20,15,20,0.1089844841,0.09821
1976,5000,16,1.1,20,15,60,0.0845484116,0.126251
1977,5000,16,1.1,10,7,40,0.1844211701,0.098329
1978,5000,16,1.1,10,7,20,0.1911094626,0.09851
1979,5000,16,1.1,10,7,60,0.1950227438,0.096973
1980,5000,16,1.1,10,3,40,0.2558493696,0.093324
1981,5000,16,1.1,10,3,20,0.2541588549,0.095242
1982,5000,16,1.1,10,3,60,0.2726832426,0.092704
1983,5000,16,1.1,30,7,40,0.1451242177,0.094528
1984,5000,16,1.1,30,7,20,0.1518759331,0.101033
1985,5000,16,1.1,30,7,60,0.1602593764,0.091462
1986,5000,16,1.1,30,3,40,0.2987520204,0.093228
1987,5000,16,1.1,30,3,20,0.2535666156,0.096155
1988,5000,16,1.1,30,3,60,0.3231781417,0.09172
1989,5000,16,1.1,30,15,40,0.0667082029,0.101056
1990,5000,16,1.1,30,15,20,0.0797927279,0.10428
1991,5000,16,1.1,30,15,60,0.0699537789,0.091569
1992,5000,16,1.05,20,7,40,0.1692946735,0.097824
1993,5000,16,1.05,20,7,20,0.1722455612,0.102366
1994,5000,16,1.05,20,7,60,0.166415856,0.098102
1995,5000,16,1.05,20,3,40,0.3052132336,0.09374
1996,5000,16,1.05,20,3,20,0.2699475159,0.09488
1997,5000,16,1.05,20,3,60,0.3105214932,0.091342
1998,5000,16,1.05,20,15,40,0.1032986168,0.098088
1999,5000,16,1.05,20,15,20,0.1357076667,0.10448
2000,5000,16,1.05,20,15,60,0.108276119,0.108084
2001,5000,16,1.05,10,7,40,0.1927915737,0.094429
2002,5000,16,1.05,10,7,20,0.2094899093,0.098985
2003,5000,16,1.05,10,7,60,0.2087440522,0.094039
2004,5000,16,1.05,10,3,40,0.2799103549,0.091586
2005,5000,16,1.05,10,3,20,0.2575753923,0.09658
2006,5000,16,1.05,10,3,60,0.2857924184,0.090989
2007,5000,16,1.05,30,7,40,0.196230161,0.094162
2008,5000,16,1.05,30,7,20,0.1810825136,0.099742
2009,5000,16,1.05,30,7,60,0.1997453084,0.096979
2010,5000,16,1.05,30,3,40,0.3752641202,0.092083
2011,5000,16,1.05,30,3,20,0.2784041224,0.095256
2012,5000,16,1.05,30,3,60,0.3444426372,0.094042
2013,5000,16,1.05,30,15,40,0.0843754864,0.093718
2014,5000,16,1.05,30,15,20,0.104116144,0.104197
2015,5000,16,1.05,30,15,60,0.0771669014,0.103593
2016,5000,32,1.05,20,7,40,0.167055119,0.095287
2017,5000,32,1.05,20,7,20,0.1883133265,0.09897
2018,5000,32,1.05,20,7,60,0.1652761995,0.104456
2019,5000,32,1.05,20,3,40,0.2758663685,0.093327
2020,5000,32,1.05,20,3,20,0.2809428175,0.102657
2021,5000,32,1.05,20,3,60,0.2951050578,0.090393
2022,5000,32,1.05,20,15,40,0.1047310272,0.104596
2023,5000,32,1.05,20,15,20,0.1305272041,0.106064
2024,5000,32,1.05,20,15,60,0.1043782959,0.09024
2025,5000,32,1.05,10,7,40,0.1943951383,0.09554
2026,5000,32,1.05,10,7,20,0.2237406451,0.099832
2027,5000,32,1.05,10,7,60,0.1977109535,0.098565
2028,5000,32,1.05,10,3,40,0.2462969286,0.093325
2029,5000,32,1.05,10,3,20,0.2576648492,0.09785
2030,5000,32,1.05,10,3,60,0.2441789751,0.089452
2031,5000,32,1.05,30,7,40,0.1996597245,0.096243
2032,5000,32,1.05,30,7,20,0.2085315839,0.101427
2033,5000,32,1.05,30,7,60,0.1954178129,0.093381
2034,5000,32,1.05,30,3,40,0.3377938605,0.09441
2035,5000,32,1.05,30,3,20,0.3007217007,0.104369
2036,5000,32,1.05,30,3,60,0.336641068,0.092496
2037,5000,32,1.05,30,15,40,0.0972990896,0.094725
2038,5000,32,1.05,30,15,20,0.1186225465,0.105083
2039,5000,32,1.05,30,15,60,0.0953871984,0.096224
