n,knob_mf,knob_sl,knob_sf,knob_ift,knob_sft,knob_dt,time,error
1294,500,8,1.3,30,15,20,0.0224353526,0.737949
1295,500,8,1.3,30,15,60,0.0201471848,0.753703
1296,500,8,1.05,20,7,40,0.0473200374,0.100369
1297,500,8,1.05,20,7,20,0.0446169649,0.09537
1298,500,8,1.05,20,7,60,0.0381158651,0.08925
1299,500,8,1.05,20,3,40,0.0584115295,0.100049
1300,500,8,1.05,20,3,20,0.0561677494,0.088032
1301,500,8,1.05,20,3,60,0.0419388787,0.085285
1302,500,8,1.05,20,15,40,0.0415859841,0.097283
1303,500,8,1.05,20,15,20,0.0406718832,0.09668
1304,500,8,1.05,20,15,60,0.035139424,0.094632
1305,500,8,1.05,10,7,40,0.0460762313,0.103833
1306,500,8,1.05,10,7,20,0.0482205,0.091059
1307,500,8,1.05,10,7,60,0.0370965703,0.095638
1308,500,8,1.05,10,3,40,0.0586517347,0.100043
1309,500,8,1.05,10,3,20,0.0535632664,0.09312
1310,500,8,1.05,10,3,60,0.0409965986,0.092576
1311,500,8,1.05,30,7,40,0.0484590692,0.100899
1312,500,8,1.05,30,7,20,0.0466887483,0.093663
1313,500,8,1.05,30,7,60,0.0372853424,0.096552
1314,500,8,1.05,30,3,40,0.0612086678,0.097935
1315,500,8,1.05,30,3,20,0.0578600068,0.094337
1316,500,8,1.05,30,3,60,0.0427794728,0.087998
1317,500,8,1.05,30,15,40,0.0406649785,0.099672
1318,500,8,1.05,30,15,20,0.0385429762,0.099043
1319,500,8,1.05,30,15,60,0.0353409059,0.102698
1320,500,2,1.2,20,7,40,0.0382375578,0.096512
1321,500,2,1.2,20,7,20,0.0290394036,0.613685
1322,500,2,1.2,20,7,60,0.0300382778,0.092549
1323,500,2,1.2,20,3,40,0.0446282971,0.096116
1324,500,2,1.2,20,3,20,0.0323041429,0.627227
1325,500,2,1.2,20,3,60,0.0359095601,0.096124
1326,500,2,1.2,20,15,40,0.0206131474,0.742438
1327,500,2,1.2,20,15,20,0.0169487132,0.731062
1328,500,2,1.2,20,15,60,0.0200022392,0.734072
1329,500,2,1.2,10,7,40,0.0389946111,0.099493
1330,500,2,1.2,10,7,20,0.0271089887,0.586004
1331,500,2,1.2,10,7,60,0.0334729558,0.096555
1332,500,2,1.2,10,3,40,0.0466825159,0.09477
1333,500,2,1.2,10,3,20,0.0383288107,0.096157
1334,500,2,1.2,10,3,60,0.0358256213,0.093666
1335,500,2,1.2,30,7,40,0.0420049331,0.098485
1336,500,2,1.2,30,7,20,0.0281426224,0.590702
1337,500,2,1.2,30,7,60,0.0368033209,0.091856
1338,500,2,1.2,30,3,40,0.0382404354,0.576523
1339,500,2,1.2,30,3,20,0.0321322052,0.585898
1340,500,2,1.2,30,3,60,0.0357078707,0.092023
1341,500,2,1.2,30,15,40,0.0175383186,0.725965
1342,500,2,1.2,30,15,20,0.0162476848,0.726922
1343,500,2,1.2,30,15,60,0.0195597381,0.728356
1344,500,2,1.1,20,7,40,0.0376271655,0.097749
1345,500,2,1.1,20,7,20,0.0274750079,0.692412
1346,500,2,1.1,20,7,60,0.0331901939,0.097388
1347,500,2,1.1,20,3,40,0.036064805,0.577495
1348,500,2,1.1,20,3,20,0.0322274308,0.591385
1349,500,2,1.1,20,3,60,0.0366246576,0.092566
1350,500,2,1.1,20,15,40,0.0202332415,0.732703
1351,500,2,1.1,20,15,20,0.0172056791,0.733784
1352,500,2,1.1,20,15,60,0.019905932,0.738505
1353,500,2,1.1,10,7,40,0.0424531122,0.103528
1354,500,2,1.1,10,7,20,0.0362569875,0.101851
1355,500,2,1.1,10,7,60,0.0315856837,0.096335
1356,500,2,1.1,10,3,40,0.0372828129,0.578801
1357,500,2,1.1,10,3,20,0.028947085,0.619566
1358,500,2,1.1,10,3,60,0.0344792619,0.091888
1359,500,2,1.1,30,7,40,0.0405141531,0.097532
1360,500,2,1.1,30,7,20,0.029192568,0.635653
1361,500,2,1.1,30,7,60,0.0344207438,0.093903
1362,500,2,1.1,30,3,40,0.0436937404,0.096965
1363,500,2,1.1,30,3,20,0.0339064206,0.571844
1364,500,2,1.1,30,3,60,0.0384871576,0.094129
1365,500,2,1.1,30,15,40,0.0198582279,0.729372
1366,500,2,1.1,30,15,20,0.0184849932,0.731589
1367,500,2,1.1,30,15,60,0.0199754512,0.728873
1368,500,2,1.3,20,7,40,0.0374438503,0.098075
1369,500,2,1.3,20,7,20,0.0309639819,0.598084
1370,500,2,1.3,20,7,60,0.0352095964,0.095489
1371,500,2,1.3,20,3,40,0.0354610385,0.584986
1372,500,2,1.3,20,3,20,0.0327841871,0.737002
1373,500,2,1.3,20,3,60,0.0395051406,0.095797
1374,500,2,1.3,20,15,40,0.0187357971,0.731548
1375,500,2,1.3,20,15,20,0.0162977086,0.724485
1376,500,2,1.3,20,15,60,0.019016449,0.729727
1377,500,2,1.3,10,7,40,0.0408047653,0.101305
1378,500,2,1.3,10,7,20,0.0266668424,0.625145
1379,500,2,1.3,10,7,60,0.0336862959,0.092093
1380,500,2,1.3,10,3,40,0.0357294036,0.588995
1381,500,2,1.3,10,3,20,0.0274568594,0.617968
1382,500,2,1.3,10,3,60,0.0360176349,0.093013
1383,500,2,1.3,30,7,40,0.0425277154,0.099027
1384,500,2,1.3,30,7,20,0.0295660295,0.609354
1385,500,2,1.3,30,7,60,0.0342434649,0.093197
1386,500,2,1.3,30,3,40,0.038823246,0.577494
1387,500,2,1.3,30,3,20,0.0310282528,0.652602
1388,500,2,1.3,30,3,60,0.0363809535,0.09264
1389,500,2,1.3,30,15,40,0.0197201338,0.736633
1390,500,2,1.3,30,15,20,0.0165505522,0.7336
1391,500,2,1.3,30,15,60,0.0190075215,0.73593
1392,500,2,1.5,20,7,40,0.0405702528,0.100379
1393,500,2,1.5,20,7,20,0.0295102222,0.647312
1394,500,2,1.5,20,7,60,0.0342111871,0.092315
1395,500,2,1.5,20,3,40,0.0460405272,0.096591
1396,500,2,1.5,20,3,20,0.0337302211,0.63178
1397,500,2,1.5,20,3,60,0.0364481088,0.08907
1398,500,2,1.5,20,15,40,0.0210812562,0.726438
1399,500,2,1.5,20,15,20,0.0192322755,0.728267
1400,500,2,1.5,20,15,60,0.0192638889,0.734599
1401,500,2,1.5,10,7,40,0.0419574853,0.102169
1402,500,2,1.5,10,7,20,0.0296998537,0.591907
1403,500,2,1.5,10,7,60,0.0339787109,0.09599
1404,500,2,1.5,10,3,40,0.0368010011,0.576051
1405,500,2,1.5,10,3,20,0.0285121905,0.616332
1406,500,2,1.5,10,3,60,0.0365713957,0.094557
1407,500,2,1.5,30,7,40,0.0424819059,0.09199
1408,500,2,1.5,30,7,20,0.0317827154,0.583082
1409,500,2,1.5,30,7,60,0.035921059,0.090646
1410,500,2,1.5,30,3,40,0.0386955329,0.587399
1411,500,2,1.5,30,3,20,0.0416174773,0.095457
1412,500,2,1.5,30,3,60,0.0377704456,0.09225
1413,500,2,1.5,30,15,40,0.0191691338,0.733364
1414,500,2,1.5,30,15,20,0.0165213639,0.733247
1415,500,2,1.5,30,15,60,0.0183101315,0.73358
1416,500,2,1.05,20,7,40,0.0400966984,0.099339
1417,500,2,1.05,20,7,20,0.0298480658,0.605299
1418,500,2,1.05,20,7,60,0.0308956905,0.101386
1419,500,2,1.05,20,3,40,0.0446717721,0.097835
1420,500,2,1.05,20,3,20,0.0319795295,0.586792
1421,500,2,1.05,20,3,60,0.0362511054,0.093365
1422,500,2,1.05,20,15,40,0.0194417075,0.747187
1423,500,2,1.05,20,15,20,0.0195274546,0.731045
1424,500,2,1.05,20,15,60,0.0210584274,0.742984
1425,500,2,1.05,10,7,40,0.0411559478,0.100611
1426,500,2,1.05,10,7,20,0.0271520805,0.617942
1427,500,2,1.05,10,7,60,0.0309033073,0.096847
1428,500,2,1.05,10,3,40,0.0440238628,0.093475
1429,500,2,1.05,10,3,20,0.0280207166,0.616927
1430,500,2,1.05,10,3,60,0.0333939603,0.093854
1431,500,2,1.05,30,7,40,0.0391753741,0.099255
1432,500,2,1.05,30,7,20,0.0290953651,0.643319
1433,500,2,1.05,30,7,60,0.0346415488,0.094077
1434,500,2,1.05,30,3,40,0.0451668163,0.09368
1435,500,2,1.05,30,3,20,0.0317797608,0.593101
1436,500,2,1.05,30,3,60,0.0357762528,0.095651
1437,500,2,1.05,30,15,40,0.018104729,0.730232
1438,500,2,1.05,30,15,20,0.0186614354,0.736966
1439,500,2,1.05,30,15,60,0.0200211304,0.73261
1440,500,4,1.2,20,7,40,0.0387290805,0.097657
1441,500,4,1.2,20,7,20,0.0319690658,0.592219
1442,500,4,1.2,20,7,60,0.0306977517,0.092843
1443,500,4,1.2,20,3,40,0.0504561984,0.104756
1444,500,4,1.2,20,3,20,0.046165407,0.091805
1445,500,4,1.2,20,3,60,0.0375189796,0.094226
1446,500,4,1.2,20,15,40,0.0353613333,0.103989
1447,500,4,1.2,20,15,20,0.0314554989,0.092342
1448,500,4,1.2,20,15,60,0.0284327347,0.093279
1449,500,4,1.2,10,7,40,0.0408632834,0.094979
1450,500,4,1.2,10,7,20,0.0315629524,0.608934
1451,500,4,1.2,10,7,60,0.0324807313,0.083716
1452,500,4,1.2,10,3,40,0.0458092948,0.098859
1453,500,4,1.2,10,3,20,0.0430917098,0.094191
1454,500,4,1.2,10,3,60,0.0370673707,0.095815
1455,500,4,1.2,30,7,40,0.0409440941,0.09804
1456,500,4,1.2,30,7,20,0.0320171961,0.618118
1457,500,4,1.2,30,7,60,0.0307740771,0.093382
1458,500,4,1.2,30,3,40,0.0524857721,0.114951
1459,500,4,1.2,30,3,20,0.0432729331,0.092464
1460,500,4,1.2,30,3,60,0.0416431134,0.09309
1461,500,4,1.2,30,15,40,0.0346438243,0.107728
1462,500,4,1.2,30,15,20,0.0316160079,0.093638
1463,500,4,1.2,30,15,60,0.0301501655,0.090039
1464,500,4,1.1,20,7,40,0.041446288,0.097098
1465,500,4,1.1,20,7,20,0.0321329603,0.591279
1466,500,4,1.1,20,7,60,0.0300738878,0.09129
1467,500,4,1.1,20,3,40,0.0512371746,0.095309
1468,500,4,1.1,20,3,20,0.0448115612,0.095413
1469,500,4,1.1,20,3,60,0.039072534,0.094025
1470,500,4,1.1,20,15,40,0.0332652132,0.101629
1471,500,4,1.1,20,15,20,0.0319896009,0.097555
1472,500,4,1.1,20,15,60,0.0312457007,0.109483
1473,500,4,1.1,10,7,40,0.0399154206,0.103188
1474,500,4,1.1,10,7,20,0.0405548016,0.097853
1475,500,4,1.1,10,7,60,0.0339497868,0.097861
1476,500,4,1.1,10,3,40,0.0487264785,0.096631
1477,500,4,1.1,10,3,20,0.0483109909,0.09616
1478,500,4,1.1,10,3,60,0.0361957959,0.091501
1479,500,4,1.1,30,7,40,0.0403451281,0.102056
1480,500,4,1.1,30,7,20,0.0315003685,0.596079
1481,500,4,1.1,30,7,60,0.0308306168,0.09504
1482,500,4,1.1,30,3,40,0.0533682449,0.100472
1483,500,4,1.1,30,3,20,0.0326746429,0.62019
1484,500,4,1.1,30,3,60,0.0390715964,0.094146
1485,500,4,1.1,30,15,40,0.0350328549,0.104788
1486,500,4,1.1,30,15,20,0.0292814229,0.095786
1487,500,4,1.1,30,15,60,0.0295447438,0.108141
1488,500,4,1.3,20,7,40,0.0381375544,0.098143
1489,500,4,1.3,20,7,20,0.0381931927,0.100118
1490,500,4,1.3,20,7,60,0.0327216973,0.093217
1491,500,4,1.3,20,3,40,0.0502324864,0.093353
1492,500,4,1.3,20,3,20,0.0442001395,0.095924
1493,500,4,1.3,20,3,60,0.0371601689,0.081088
1494,500,4,1.3,20,15,40,0.033999568,0.096276
1495,500,4,1.3,20,15,20,0.0322216576,0.099745
1496,500,4,1.3,20,15,60,0.0296920397,0.094848
1497,500,4,1.3,10,7,40,0.0400194966,0.101236
1498,500,4,1.3,10,7,20,0.0292222154,0.581316
1499,500,4,1.3,10,7,60,0.0310728481,0.092157
1500,500,4,1.3,10,3,40,0.0471792506,0.096267
1501,500,4,1.3,10,3,20,0.0394158469,0.093387
1502,500,4,1.3,10,3,60,0.0361620011,0.094516
1503,500,4,1.3,30,7,40,0.0397515839,0.098629
1504,500,4,1.3,30,7,20,0.0412275624,0.096407
1505,500,4,1.3,30,7,60,0.0312688458,0.097068
1506,500,4,1.3,30,3,40,0.054328593,0.103006
1507,500,4,1.3,30,3,20,0.031316432,0.649049
1508,500,4,1.3,30,3,60,0.0358218424,0.089543
1509,500,4,1.3,30,15,40,0.0332131429,0.1088
1510,500,4,1.3,30,15,20,0.0290213016,0.099287
1511,500,4,1.3,30,15,60,0.0263056791,0.098086
1512,500,4,1.5,20,7,40,0.039205627,0.097678
1513,500,4,1.5,20,7,20,0.0289404172,0.578663
1514,500,4,1.5,20,7,60,0.0315486179,0.090086
1515,500,4,1.5,20,3,40,0.0494255136,0.096178
1516,500,4,1.5,20,3,20,0.0428992075,0.096501
1517,500,4,1.5,20,3,60,0.0356506043,0.090381
1518,500,4,1.5,20,15,40,0.0333027642,0.100327
1519,500,4,1.5,20,15,20,0.0304883356,0.105622
1520,500,4,1.5,20,15,60,0.0320278265,0.093032
1521,500,4,1.5,10,7,40,0.0439177868,0.09428
1522,500,4,1.5,10,7,20,0.0297864887,0.619882
1523,500,4,1.5,10,7,60,0.034936619,0.095808
1524,500,4,1.5,10,3,40,0.0475263175,0.095222
1525,500,4,1.5,10,3,20,0.0419158844,0.103827
1526,500,4,1.5,10,3,60,0.0351075748,0.092446
1527,500,4,1.5,30,7,40,0.0377355272,0.101779
1528,500,4,1.5,30,7,20,0.0332085669,0.58005
1529,500,4,1.5,30,7,60,0.0320176111,0.099348
1530,500,4,1.5,30,3,40,0.0515733447,0.09688
1531,500,4,1.5,30,3,20,0.0325986429,0.633077
1532,500,4,1.5,30,3,60,0.0376689093,0.096106
1533,500,4,1.5,30,15,40,0.0195946293,0.731678
1534,500,4,1.5,30,15,20,0.0181634365,0.733645
1535,500,4,1.5,30,15,60,0.020495737,0.737056
1536,500,4,1.05,20,7,40,0.0444127755,0.09779
1537,500,4,1.05,20,7,20,0.0411324456,0.097911
1538,500,4,1.05,20,7,60,0.0321415068,0.098869
1539,500,4,1.05,20,3,40,0.0550167415,0.094146
1540,500,4,1.05,20,3,20,0.0487814796,0.093759
1541,500,4,1.05,20,3,60,0.0400088333,0.091293
1542,500,4,1.05,20,15,40,0.0376228469,0.103059
1543,500,4,1.05,20,15,20,0.0331942993,0.098349
1544,500,4,1.05,20,15,60,0.0325585181,0.081837
1545,500,4,1.05,10,7,40,0.0439234615,0.096592
1546,500,4,1.05,10,7,20,0.0395363345,0.097248
1547,500,4,1.05,10,7,60,0.0324264785,0.099129
1548,500,4,1.05,10,3,40,0.0537618639,0.097515
1549,500,4,1.05,10,3,20,0.0463461032,0.097487
1550,500,4,1.05,10,3,60,0.0429473458,0.099339
1551,500,4,1.05,30,7,40,0.0460246712,0.101515
1552,500,4,1.05,30,7,20,0.0338663628,0.606425
1553,500,4,1.05,30,7,60,0.034068178,0.097451
1554,500,4,1.05,30,3,40,0.0579682222,0.095893
1555,500,4,1.05,30,3,20,0.0350276054,0.617333
1556,500,4,1.05,30,3,60,0.0417848322,0.09453
1557,500,4,1.05,30,15,40,0.0414956633,0.101038
1558,500,4,1.05,30,15,20,0.0342473934,0.09523
1559,500,4,1.05,30,15,60,0.0334795306,0.104194
1560,500,16,1.1,20,7,40,0.0418061531,0.082528
1561,500,16,1.1,20,7,20,0.0425556757,0.086788
1562,500,16,1.1,20,7,60,0.0349509138,0.072449
1563,500,16,1.1,20,3,40,0.0545595567,0.096294
1564,500,16,1.1,20,3,20,0.0500274909,0.092552
1565,500,16,1.1,20,3,60,0.0395693605,0.099405
1566,500,16,1.1,20,15,40,0.0392303912,0.097777
1567,500,16,1.1,20,15,20,0.0396396508,0.089755
1568,500,16,1.1,20,15,60,0.0351768299,0.077006
1569,500,16,1.1,10,7,40,0.0468923209,0.095423
1570,500,16,1.1,10,7,20,0.0434679717,0.089234
1571,500,16,1.1,10,7,60,0.0362229887,0.069448
1572,500,16,1.1,10,3,40,0.0530418696,0.096767
1573,500,16,1.1,10,3,20,0.0523176474,0.089915
1574,500,16,1.1,10,3,60,0.0428803855,0.067628
1575,500,16,1.1,30,7,40,0.0435699252,0.10592
1576,500,16,1.1,30,7,20,0.0436904127,0.075621
1577,500,16,1.1,30,7,60,0.0356151224,0.079686
1578,500,16,1.1,30,3,40,0.0545953356,0.098199
1579,500,16,1.1,30,3,20,0.0561987438,0.094573
1580,500,16,1.1,30,3,60,0.0432196111,0.071097
1581,500,16,1.1,30,15,40,0.0393201939,0.098455
1582,500,16,1.1,30,15,20,0.0397071463,0.098064
1583,500,16,1.1,30,15,60,0.0345657483,0.078116
1584,500,16,1.05,20,7,40,0.0514763231,0.096548
1585,500,16,1.05,20,7,20,0.0532968787,0.096362
1586,500,16,1.05,20,7,60,0.0437064512,0.078538
1587,500,16,1.05,20,3,40,0.064621322,0.094558
1588,500,16,1.05,20,3,20,0.0630881633,0.092378
1589,500,16,1.05,20,3,60,0.0523090113,0.079363
1590,500,16,1.05,20,15,40,0.0456205884,0.096518
1591,500,16,1.05,20,15,20,0.046029542,0.086296
1592,500,16,1.05,20,15,60,0.0437025261,0.095506
1593,500,16,1.05,10,7,40,0.0537061088,0.10934
1594,500,16,1.05,10,7,20,0.053082788,0.099899
1595,500,16,1.05,10,7,60,0.0448805692,0.092565
1596,500,16,1.05,10,3,40,0.0632455975,0.100339
1597,500,16,1.05,10,3,20,0.0619319456,0.087759
1598,500,16,1.05,10,3,60,0.0509024195,0.08586
1599,500,16,1.05,30,7,40,0.0545931542,0.092193
1600,500,16,1.05,30,7,20,0.0519831327,0.085302
1601,500,16,1.05,30,7,60,0.0438984308,0.093983
1602,500,16,1.05,30,3,40,0.0676515045,0.085912
1603,500,16,1.05,30,3,20,0.067271483,0.092932
1604,500,16,1.05,30,3,60,0.0516011848,0.082477
1605,500,16,1.05,30,15,40,0.0483513855,0.096031
1606,500,16,1.05,30,15,20,0.047065644,0.101584
1607,500,16,1.05,30,15,60,0.0411745465,0.088283
1608,500,32,1.05,20,7,40,0.0575815431,0.096528
1609,500,32,1.05,20,7,20,0.0575621757,0.105141
1610,500,32,1.05,20,7,60,0.0487146939,0.075225
1611,500,32,1.05,20,3,40,0.067971763,0.091864
1612,500,32,1.05,20,3,20,0.0699336689,0.10178
1613,500,32,1.05,20,3,60,0.0573584943,0.09209
1614,500,32,1.05,20,15,40,0.054221288,0.091969
1615,500,32,1.05,20,15,20,0.053915119,0.106321
1616,500,32,1.05,20,15,60,0.0505650034,0.087988
1617,500,32,1.05,10,7,40,0.0593846905,0.103763
1618,500,32,1.05,10,7,20,0.0587104433,0.10135
1619,500,32,1.05,10,7,60,0.0512114172,0.102005
1620,500,32,1.05,10,3,40,0.0654706689,0.092511
1621,500,32,1.05,10,3,20,0.0651501179,0.092987
1622,500,32,1.05,10,3,60,0.0577511871,0.097859
1623,500,32,1.05,30,7,40,0.0577459751,0.102996
1624,500,32,1.05,30,7,20,0.0596844558,0.0963
1625,500,32,1.05,30,7,60,0.0519385714,0.078629
1626,500,32,1.05,30,3,40,0.0720932517,0.096084
1627,500,32,1.05,30,3,20,0.0735974388,0.092407
1628,500,32,1.05,30,3,60,0.0624018039,0.104173
1629,500,32,1.05,30,15,40,0.0529339909,0.088903
1630,500,32,1.05,30,15,20,0.0517976905,0.109111
1631,500,32,1.05,30,15,60,0.0468198651,0.07739
1632,5000,8,1.2,20,7,40,0.0962355045,0.088776
1633,5000,8,1.2,20,7,20,0.1122183186,0.100429
1634,5000,8,1.2,20,7,60,0.0969440306,0.091303
1635,5000,8,1.2,20,3,40,0.2659465261,0.091961
1636,5000,8,1.2,20,3,20,0.2280443685,0.094405
1637,5000,8,1.2,20,3,60,0.2608688662,0.092931
1638,5000,8,1.2,20,15,40,0.060953873,0.097712
1639,5000,8,1.2,20,15,20,0.0801031497,0.09981
1640,5000,8,1.2,20,15,60,0.0699521383,0.101899
1641,5000,8,1.2,10,7,40,0.1418711032,0.090348
1642,5000,8,1.2,10,7,20,0.1660837687,0.097307
1643,5000,8,1.2,10,7,60,0.1628185726,0.095717
1644,5000,8,1.2,10,3,40,0.2529884478,0.092713
1645,5000,8,1.2,10,3,20,0.2409554036,0.101177
1646,5000,8,1.2,10,3,60,0.2823250816,0.093107
1647,5000,8,1.2,30,7,40,0.1094163549,0.097142
1648,5000,8,1.2,30,7,20,0.1075354444,0.09595
1649,5000,8,1.2,30,7,60,0.1192532245,0.090745
1650,5000,8,1.2,30,3,40,0.3095663662,0.093202
1651,5000,8,1.2,30,3,20,0.215049822,0.096299
1652,5000,8,1.2,30,3,60,0.3175074603,0.092103
1653,5000,8,1.2,30,15,40,0.0544232585,0.102444
1654,5000,8,1.2,30,15,20,0.0500584456,0.09651
1655,5000,8,1.2,30,15,60,0.0491115045,0.091859
1656,5000,8,1.1,20,7,40,0.1132566168,0.093386
1657,5000,8,1.1,20,7,20,0.1277749898,0.100717
1658,5000,8,1.1,20,7,60,0.1265074728,0.10274
1659,5000,8,1.1,20,3,40,0.2549701338,0.091399
1660,5000,8,1.1,20,3,20,0.2346273968,0.09456
1661,5000,8,1.1,20,3,60,0.2915436429,0.089533
1662,5000,8,1.1,20,15,40,0.0689664059,0.091627
1663,5000,8,1.1,20,15,20,0.0849891134,0.099497
1664,5000,8,1.1,20,15,60,0.078396678,0.091828
1665,5000,8,1.1,10,7,40,0.1571131621,0.098888
1666,5000,8,1.1,10,7,20,0.1707433515,0.102252
1667,5000,8,1.1,10,7,60,0.1698629195,0.093262
1668,5000,8,1.1,10,3,40,0.2432553742,0.093619
1669,5000,8,1.1,10,3,20,0.2363336859,0.095746
1670,5000,8,1.1,10,3,60,0.2733331281,0.090495
1671,5000,8,1.1,30,7,40,0.1341163889,0.093248
1672,5000,8,1.1,30,7,20,0.1306668617,0.102177
1673,5000,8,1.1,30,7,60,0.1538110113,0.093548
1674,5000,8,1.1,30,3,40,0.3248532222,0.091828
1675,5000,8,1.1,30,3,20,0.2548813651,0.09502
1676,5000,8,1.1,30,3,60,0.3455913617,0.092836
1677,5000,8,1.1,30,15,40,0.0600845363,0.107726
1678,5000,8,1.1,30,15,20,0.0662400045,0.098835
1679,5000,8,1.1,30,15,60,0.057777949,0.098419
1680,5000,8,1.3,20,7,40,0.0821440011,0.096013
1681,5000,8,1.3,20,7,20,0.0948733005,0.09787
1682,5000,8,1.3,20,7,60,0.0884165839,0.096896
1683,5000,8,1.3,20,3,40,0.2826185986,0.091438
1684,5000,8,1.3,20,3,20,0.2167734762,0.095041
1685,5000,8,1.3,20,3,60,0.2845900544,0.088907
1686,5000,8,1.3,20,15,40,0.0552785045,0.097602
1687,5000,8,1.3,20,15,20,0.0649930862,0.094873
1688,5000,8,1.3,20,15,60,0.0597135045,0.121804
1689,5000,8,1.3,10,7,40,0.1256318617,0.093122
1690,5000,8,1.3,10,7,20,0.1447125612,0.09838
1691,5000,8,1.3,10,7,60,0.1513894365,0.093414
1692,5000,8,1.3,10,3,40,0.2671917245,0.091902
1693,5000,8,1.3,10,3,20,0.2244944728,0.099034
1694,5000,8,1.3,10,3,60,0.3095585794,0.091143
1695,5000,8,1.3,30,7,40,0.0924072166,0.096468
1696,5000,8,1.3,30,7,20,0.0950875544,0.094191
1697,5000,8,1.3,30,7,60,0.103693593,0.094001
1698,5000,8,1.3,30,3,40,0.2911740193,0.09198
1699,5000,8,1.3,30,3,20,0.2136797324,0.09481
1700,5000,8,1.3,30,3,60,0.2860293435,0.091416
1701,5000,8,1.3,30,15,40,0.0485213175,0.102627
1702,5000,8,1.3,30,15,20,0.0421447234,0.095348
1703,5000,8,1.3,30,15,60,0.0417166168,0.091953
1704,5000,8,1.05,20,7,40,0.1454490658,0.094397
1705,5000,8,1.05,20,7,20,0.1529675578,0.095889
1706,5000,8,1.05,20,7,60,0.1418441565,0.088636
1707,5000,8,1.05,20,3,40,0.2887335295,0.093873
1708,5000,8,1.05,20,3,20,0.2383364138,0.095345
1709,5000,8,1.05,20,3,60,0.3007109422,0.091483
1710,5000,8,1.05,20,15,40,0.0773976984,0.103944
1711,5000,8,1.05,20,15,20,0.0988919773,0.102715
1712,5000,8,1.05,20,15,60,0.0823316916,0.1399
1713,5000,8,1.05,10,7,40,0.1623610646,0.103945
1714,5000,8,1.05,10,7,20,0.1687956973,0.098428
1715,5000,8,1.05,10,7,60,0.1875053118,0.102985
1716,5000,8,1.05,10,3,40,0.2607568685,0.092534
1717,5000,8,1.05,10,3,20,0.2354429785,0.096224
1718,5000,8,1.05,10,3,60,0.2880432336,0.09194
1719,5000,8,1.05,30,7,40,0.1501153549,0.095067
1720,5000,8,1.05,30,7,20,0.1473844671,0.102952
1721,5000,8,1.05,30,7,60,0.1609650714,0.095859
1722,5000,8,1.05,30,3,40,0.3285737834,0.092977
1723,5000,8,1.05,30,3,20,0.2594443016,0.09928
1724,5000,8,1.05,30,3,60,0.35887161,0.092958
1725,5000,8,1.05,30,15,40,0.0692703537,0.104492
1726,5000,8,1.05,30,15,20,0.0769674104,0.100791
1727,5000,8,1.05,30,15,60,0.0637133526,0.109425
1728,5000,2,1.2,20,7,40,0.0579265873,0.095985
1729,5000,2,1.2,20,7,20,0.0532992234,0.095049
1730,5000,2,1.2,20,7,60,0.0497672109,0.101949
1731,5000,2,1.2,20,3,40,0.2436149705,0.092048
1732,5000,2,1.2,20,3,20,0.1718055658,0.093977
1733,5000,2,1.2,20,3,60,0.2317887211,0.091829
1734,5000,2,1.2,20,15,40,0.0300511531,0.744377
1735,5000,2,1.2,20,15,20,0.025542585,0.733918
1736,5000,2,1.2,20,15,60,0.0277186735,0.736038
1737,5000,2,1.2,10,7,40,0.0711501043,0.094422
1738,5000,2,1.2,10,7,20,0.0736363787,0.097141
1739,5000,2,1.2,10,7,60,0.0749749751,0.100591
1740,5000,2,1.2,10,3,40,0.1687853061,0.091935
1741,5000,2,1.2,10,3,20,0.1405094819,0.095654
1742,5000,2,1.2,10,3,60,0.1727746814,0.092238
1743,5000,2,1.2,30,7,40,0.0685993095,0.094916
1744,5000,2,1.2,30,7,20,0.0552352698,0.096775
1745,5000,2,1.2,30,7,60,0.0591026633,0.092001
1746,5000,2,1.2,30,3,40,0.2728294592,0.091895
1747,5000,2,1.2,30,3,20,0.1831743345,0.100092
1748,5000,2,1.2,30,3,60,0.2628681236,0.089545
1749,5000,2,1.2,30,15,40,0.0240757506,0.719733
1750,5000,2,1.2,30,15,20,0.0212448152,0.726248
1751,5000,2,1.2,30,15,60,0.0239801406,0.72606
1752,5000,2,1.1,20,7,40,0.0574780113,0.098518
1753,5000,2,1.1,20,7,20,0.0535073424,0.094141
1754,5000,2,1.1,20,7,60,0.054857254,0.097394
1755,5000,2,1.1,20,3,40,0.2287533458,0.090533
1756,5000,2,1.1,20,3,20,0.1722368492,0.093136
1757,5000,2,1.1,20,3,60,0.2437448617,0.091141
1758,5000,2,1.1,20,15,40,0.0324296054,0.74257
1759,5000,2,1.1,20,15,20,0.0266875023,0.729283
1760,5000,2,1.1,20,15,60,0.0281125522,0.736933
1761,5000,2,1.1,10,7,40,0.0692218526,0.106677
1762,5000,2,1.1,10,7,20,0.0739705533,0.09724
1763,5000,2,1.1,10,7,60,0.0773294161,0.089826
1764,5000,2,1.1,10,3,40,0.1736624342,0.093924
1765,5000,2,1.1,10,3,20,0.1431386678,0.093612
1766,5000,2,1.1,10,3,60,0.1872834581,0.093859
1767,5000,2,1.1,30,7,40,0.0725776939,0.094901
1768,5000,2,1.1,30,7,20,0.0578832449,0.091088
1769,5000,2,1.1,30,7,60,0.0630379184,0.096302
1770,5000,2,1.1,30,3,40,0.2700910578,0.093008
